lambda_vac(A),Flux(10^-16^erg/s/cm2/{AA})
4039.6800000000203,9.277428028240049e-184
4040.0000000000205,2.315791844429928e-122
4040.3200000000206,1.0618779046367763e-67
4040.640000000021,3.4601374457575683e-34
4040.960000000021,1.5335327810964316e-07
4041.280000000021,1.5503510881679636e-05
4041.6000000000213,6.924483181129912e-05
4041.9200000000214,0.0002487976824043417
4042.2400000000216,0.0007654505061951407
4042.560000000022,0.0020339877707935853
4042.880000000022,0.004674617074656103
4043.200000000022,0.009300597047317005
4043.5200000000223,0.016175060130147738
4043.8400000000224,0.024710919683692555
4044.1600000000226,0.03358389704714259
4044.4800000000228,0.04124187224812257
4044.800000000023,0.046638991562249744
4045.120000000023,0.04941780458708666
4045.4400000000232,0.04966604331871218
4045.7600000000234,0.047419700952873824
4046.0800000000236,0.04280309000464299
4046.4000000000237,0.03642991134505346
4046.720000000024,0.02975042067993597
4047.040000000024,0.024894371320718423
4047.3600000000242,0.02398672012751262
4047.6800000000244,0.028122712602626568
4048.0000000000246,0.036470670814909865
4048.3200000000247,0.046167623588529175
4048.640000000025,0.0532471371010684
4048.960000000025,0.05457709598565627
4049.280000000025,0.04967017969422979
4049.6000000000254,0.04121869998200402
4049.9200000000255,0.033968683003639956
4050.2400000000257,0.03262242639670247
4050.560000000026,0.03976278538922356
4050.880000000026,0.054410072720649995
4051.200000000026,0.07192337524540131
4051.5200000000264,0.08559776605064391
4051.8400000000265,0.0897720034533083
4052.1600000000267,0.08250986953723637
4052.480000000027,0.06645707268230552
4052.800000000027,0.04699799420527366
4053.120000000027,0.029380076348449902
4053.4400000000273,0.01674877857603374
4053.7600000000275,0.010055849074643266
4054.0800000000277,0.008957962430697377
4054.400000000028,0.012707946411354653
4054.720000000028,0.0203318334744623
4055.040000000028,0.030011378106775583
4055.3600000000283,0.039012229989749125
4055.6800000000285,0.04429368866003998
4056.0000000000286,0.04395405481353761
4056.320000000029,0.038151401330103356
4056.640000000029,0.029146841993116648
4056.960000000029,0.01994651626855662
4057.2800000000293,0.013036454903222762
4057.6000000000295,0.009709747975405357
4057.9200000000296,0.010251958856460602
4058.24000000003,0.014366890224775263
4058.56000000003,0.02174538492444362
4058.88000000003,0.03202762074926975
4059.2000000000303,0.04435544672036705
4059.5200000000304,0.05677772649656502
4059.8400000000306,0.06625485524675002
4060.160000000031,0.06980262108747744
4060.480000000031,0.06625197416345523
4060.800000000031,0.05727305367591644
4061.1200000000313,0.046642548497696196
4061.4400000000314,0.03850564001430754
4061.7600000000316,0.0355033345255571
4062.0800000000318,0.03797919610926062
4062.400000000032,0.04431805553343853
4062.720000000032,0.052056831601095026
4063.0400000000323,0.05888967398051858
4063.3600000000324,0.0632602414546054
4063.6800000000326,0.0644157430763931
4064.0000000000327,0.062284650097909705
4064.320000000033,0.05760225740279798
4064.640000000033,0.052217873443514785
4064.9600000000332,0.04861744142474978
4065.2800000000334,0.04879820792345873
4065.6000000000336,0.05302564411694054
4065.9200000000337,0.05956368748794576
4066.240000000034,0.0654291956624921
4066.560000000034,0.06781922383149908
4066.880000000034,0.06527567538968182
4067.2000000000344,0.05831919123078991
4067.5200000000345,0.049296136001625336
4067.8400000000347,0.041514210204999374
4068.160000000035,0.03773468616220244
4068.480000000035,0.03879374757582187
4068.800000000035,0.04312281375784201
4069.1200000000354,0.04757613605485289
4069.4400000000355,0.04906557686823041
4069.7600000000357,0.046078472348227165
4070.080000000036,0.039145674497128004
4070.400000000036,0.030162216382191118
4070.720000000036,0.02116840998538065
4071.0400000000363,0.013555620271300937
4071.3600000000365,0.007899186796795214
4071.6800000000367,0.004160745936842323
4072.000000000037,0.0019565828796397826
4072.320000000037,0.0008147115828204014
4072.640000000037,0.00029534415936845594
4072.9600000000373,9.051732625196701e-05
4073.2800000000375,2.5279956019703838e-05
4073.6000000000377,6.07666178674604e-06
4073.920000000038,6.409442220534886e-09
4074.240000000038,1.7147509663981832e-05
4074.560000000038,7.010329433406355e-05
4074.8800000000383,0.000245676709645517
4075.2000000000385,0.0007360201006235656
4075.5200000000386,0.001902546966381884
4075.840000000039,0.004208597481789141
4076.160000000039,0.007995436350241355
4076.480000000039,0.013044574049097153
4076.8000000000393,0.018277468716061306
4077.1200000000395,0.022012385252690985
4077.4400000000396,0.022892189445410202
4077.76000000004,0.020776579279527366
4078.08000000004,0.016972120985244664
4078.40000000004,0.013522109874499663
4078.7200000000403,0.012184653303487671
4079.0400000000404,0.013863482942519061
4079.3600000000406,0.01879924843509704
4079.6800000000408,0.02687678149800967
4080.000000000041,0.03763632276927881
4080.320000000041,0.05011968871756112
4080.6400000000413,0.06284949465061845
4080.9600000000414,0.07435985492421432
4081.2800000000416,0.08356598631681772
4081.6000000000417,0.08957651314476425
4081.920000000042,0.09125097758590105
4082.240000000042,0.08762908035217426
4082.5600000000422,0.0788395122987663
4082.8800000000424,0.06689326108259452
4083.2000000000426,0.05495559673565074
4083.5200000000427,0.04565778835209957
4083.840000000043,0.0398163022908465
4084.160000000043,0.03669608291534515
4084.480000000043,0.03512322698519642
4084.8000000000434,0.03438235979895068
4085.1200000000435,0.03437097300740603
4085.4400000000437,0.035206741684721446
4085.760000000044,0.037044044844010436
4086.080000000044,0.04001544631784235
4086.400000000044,0.044120567482124146
4086.7200000000444,0.04891656313820506
4087.0400000000445,0.05323841488298083
4087.3600000000447,0.05542102244229419
4087.680000000045,0.05395721557816945
4088.000000000045,0.04845837207027582
4088.320000000045,0.04003065544846752
4088.6400000000453,0.031028489390657044
4088.9600000000455,0.023863482192421626
4089.2800000000457,0.019891387766730433
4089.600000000046,0.018899187827176027
4089.920000000046,0.019569895101617826
4090.240000000046,0.02032675977229288
4090.5600000000463,0.020300189660718407
4090.8800000000465,0.019723380848082363
4091.2000000000467,0.019675673040170896
4091.520000000047,0.021298219470274098
4091.840000000047,0.024915597388204494
4092.160000000047,0.02977605833903487
4092.4800000000473,0.03451112611889952
4092.8000000000475,0.03799582185611241
4093.1200000000476,0.03997737687256644
4093.440000000048,0.041054183695281216
4093.760000000048,0.04194226317214211
4094.080000000048,0.042795545022497404
4094.4000000000483,0.04300170641868198
4094.7200000000485,0.041611759380355405
4095.0400000000486,0.038096768704247545
4095.360000000049,0.03272991970131134
4095.680000000049,0.026650465324860276
4096.000000000049,0.021553674007230947
4096.320000000049,0.019195466336373843
4096.640000000049,0.020729043547691943
4096.96000000005,0.02625559050246114
4097.28000000005,0.03462304784874122
4097.6000000000495,0.043796893168313124
4097.92000000005,0.051506826116820704
4098.240000000051,0.0559676360934477
4098.56000000005,0.05637036960796506
4098.88000000005,0.05321985799026352
4099.200000000051,0.04823078851673675
4099.520000000051,0.04353283364121825
4099.840000000051,0.04060416848214593
4100.160000000051,0.03963657632293484
4100.480000000051,0.039842635383201715
4100.800000000052,0.04036084617380424
4101.120000000052,0.04084390773225873
4101.440000000051,0.041255768662264415
4101.760000000052,0.04134023277331125
4102.080000000053,0.04041020219038267
4102.400000000052,0.03774717813278238
4102.720000000052,0.033229945150536885
4103.040000000053,0.027777152591248504
4103.360000000053,0.023106224760328344
4103.680000000053,0.02093669695869097
4104.000000000053,0.021925623742879204
4104.320000000053,0.025104112566182436
4104.640000000054,0.028165529192062496
4104.960000000054,0.02878171071026231
4105.280000000053,0.025939890530969453
4105.600000000054,0.020422065867710306
4105.920000000055,0.014180337579974297
4106.240000000054,0.009285486969561944
4106.560000000054,0.007198374981174873
4106.880000000055,0.008678217849614258
4107.200000000055,0.013841377568479533
4107.520000000055,0.021989068081784562
4107.840000000055,0.0311784948218476
4108.160000000055,0.038628359366091686
4108.480000000056,0.041936139447259116
4108.800000000056,0.04061083863173097
4109.120000000055,0.03642973437426057
4109.440000000056,0.032305862167293385
4109.760000000057,0.030159541626799537
4110.080000000056,0.029741122374905758
4110.400000000056,0.029165813706538014
4110.720000000057,0.026581492379430676
4111.040000000057,0.021607196818224747
4111.360000000057,0.015345991828818722
4111.680000000057,0.00943776590573156
4112.000000000057,0.00501195315734565
4112.320000000058,0.00232060627019555
4112.640000000058,0.0010147049166069338
4112.960000000057,0.0006609212173753941
4113.280000000058,0.0010679637646099467
4113.600000000059,0.0023597807894543323
4113.920000000058,0.004879529723057732
4114.240000000058,0.008854100444477596
4114.560000000059,0.014029579335352187
4114.880000000059,0.019415369550149608
4115.200000000059,0.023479425468558593
4115.520000000059,0.0247740825221096
4115.840000000059,0.022808731502214998
4116.16000000006,0.018283204624180482
4116.48000000006,0.01273860044816748
4116.800000000059,0.007696165120545281
4117.12000000006,0.004030729386945215
4117.4400000000605,0.0018228292428326934
4117.76000000006,0.0007117032206760733
4118.08000000006,0.00023983830407293697
4118.400000000061,6.778881432277263e-05
4118.720000000061,2.1469586534736708e-05
4119.040000000061,2.761242594312404e-05
4119.360000000061,0.00010353743360740142
4119.680000000061,0.0003362293417038473
4120.000000000062,0.000933314136593396
4120.320000000062,0.0022364835863339823
4120.640000000061,0.004586042772967274
4120.960000000062,0.00809684350670556
4121.2800000000625,0.012329675410961478
4121.600000000062,0.016314308101803243
4121.920000000062,0.01901725467482786
4122.2400000000625,0.02010197825125379
4122.560000000063,0.02018339799385292
4122.880000000063,0.020341329450362315
4123.200000000063,0.021162800901136168
4123.520000000063,0.02221590569651871
4123.840000000064,0.02239450747906351
4124.1600000000635,0.020865972299852244
4124.480000000063,0.017828496753061442
4124.800000000064,0.014508337916004206
4125.1200000000645,0.012499557349524165
4125.440000000064,0.012806497816229898
4125.760000000064,0.01532465358147289
4126.0800000000645,0.018867280852673758
4126.400000000065,0.021850903799410498
4126.720000000065,0.023125680113296753
4127.0400000000645,0.02250541189406736
4127.360000000065,0.02063583625445498
4127.680000000066,0.0186136288919044
4128.0000000000655,0.01747528742518568
4128.320000000065,0.017751162590448562
4128.640000000066,0.01906860474693728
4128.960000000066,0.02024984990766359
4129.280000000066,0.019995178407672325
4129.600000000066,0.017864889542886925
4129.9200000000665,0.014678671895531119
4130.240000000067,0.012104895063128493
4130.560000000067,0.011607080044970205
4130.8800000000665,0.01359284491218468
4131.200000000067,0.017125510800734798
4131.520000000068,0.020388881617457805
4131.840000000067,0.021691242363626993
4132.160000000067,0.02042359780596709
4132.480000000068,0.017379684265050353
4132.800000000068,0.014105162919308788
4133.120000000068,0.01186707386802141
4133.440000000068,0.01103086250733017
4133.760000000068,0.011312634927263952
4134.080000000069,0.012423244874429001
4134.400000000069,0.01444920545924283
4134.7200000000685,0.017526101798740715
4135.040000000069,0.021204812171678095
4135.36000000007,0.024360630414763235
4135.680000000069,0.025902794307359575
4136.000000000069,0.025791150802116854
4136.32000000007,0.02526301452584392
4136.64000000007,0.02589923374638171
4136.96000000007,0.02828578426677432
4137.28000000007,0.03148418620643834
4137.60000000007,0.03387468150664318
4137.920000000071,0.0345922615253005
4138.240000000071,0.0343607027078728
4138.56000000007,0.03479043078916583
4138.880000000071,0.0368399971040793
4139.200000000072,0.039765814344823194
4139.520000000071,0.04154750004821778
4139.840000000071,0.04046413883963947
4140.160000000072,0.03628951108166244
4140.480000000072,0.030235852144534246
4140.800000000072,0.023838943809445252
4141.120000000072,0.018037090149712845
4141.440000000072,0.013034704724427205
4141.760000000073,0.008813716038613936
4142.080000000073,0.00542758605843903
4142.400000000072,0.002972094437307198
4142.720000000073,0.0014260600589583712
4143.040000000074,0.000593195374113596
4143.360000000073,0.00021546172746293347
4143.680000000073,9.309502612248035e-05
4144.000000000074,0.0001205427360546257
4144.320000000074,0.0003434824121839938
4144.640000000074,0.0009579848111243484
4144.960000000074,0.0023183731466091886
4145.280000000074,0.004814334981516295
4145.600000000075,0.008570554307966586
4145.920000000075,0.013097232588992348
4146.240000000074,0.017168488870244383
4146.560000000075,0.019306159575325693
4146.880000000076,0.018622330707259188
4147.200000000075,0.015416791960320458
4147.520000000075,0.010944505428355745
4147.840000000076,0.00666615793862403
4148.160000000076,0.0034833767153429024
4148.480000000076,0.0015625130707798496
4148.800000000076,0.0005994739163622062
4149.120000000076,0.0001983711503281245
4149.440000000077,5.608683275333302e-05
4149.760000000077,1.3600650545502276e-05
4150.080000000076,2.0062160924343463e-08
4150.400000000077,5.548889872120537e-25
4150.720000000078,5.885549608329674e-54
4151.040000000077,2.350194810883309e-96
4151.360000000077,2.6328485228943904e-161
4151.680000000078,8.819254308644733e-201
4152.000000000078,2.1189322309133495e-149
4152.320000000078,3.925494805707277e-84
4152.640000000078,1.7599976778476104e-43
4152.960000000078,1.3563598163462531e-15
4153.280000000079,2.398512035909274e-06
4153.600000000079,2.7331771015161113e-05
4153.920000000078,0.00011739633817011456
4154.240000000079,0.00040278542328183825
4154.5600000000795,0.001197906423453935
4154.880000000079,0.003084149701668302
4155.200000000079,0.006838475998661686
4155.52000000008,0.013194181363910791
4155.84000000008,0.022201196962509613
4156.16000000008,0.03291454197272955
4156.48000000008,0.04352983712637602
4156.80000000008,0.052256517836218076
4157.120000000081,0.05803052868123783
4157.4400000000805,0.06073899878694946
4157.76000000008,0.06078635088987718
4158.080000000081,0.05901743820255972
4158.4000000000815,0.05674433651014832
4158.720000000081,0.055319038712393576
4159.040000000081,0.0550810039557379
4159.3600000000815,0.05480477778944593
4159.680000000082,0.05247378621856649
4160.000000000082,0.0470464900874672
4160.320000000082,0.03963755661711725
4160.640000000082,0.03315996083897599
4160.960000000083,0.030544244820630895
4161.2800000000825,0.03292431026335983
4161.600000000082,0.03882381575896034
4161.920000000083,0.0448592065841177
4162.2400000000835,0.0475069288109935
4162.560000000083,0.044932500301282166
4162.880000000083,0.03799564776880066
4163.2000000000835,0.02980336439558871
4163.520000000084,0.024441569839442442
4163.840000000084,0.025469988788395785
4164.1600000000835,0.034803530042616444
4164.480000000084,0.051791799678339454
4164.800000000085,0.07290246521907837
4165.1200000000845,0.09254608344932357
4165.440000000084,0.10521002684819736
4165.760000000085,0.10779068154259784
4166.080000000085,0.10089152612710876
4166.400000000085,0.08817701288881341
4166.720000000085,0.07439030872125688
4167.0400000000855,0.06349800705761789
4167.360000000086,0.05762982167757422
4167.680000000086,0.05702536396968431
4168.0000000000855,0.06077786932712953
4168.320000000086,0.06770446807827639
4168.640000000087,0.0765772701799197
4168.960000000086,0.08595216819139176
4169.280000000086,0.09381865390669274
4169.600000000087,0.0980969384960976
4169.920000000087,0.09743207571945683
4170.240000000087,0.09195226028463396
4170.560000000087,0.08295595676401489
4170.880000000087,0.07240790928197183
4171.200000000088,0.06254394960028034
4171.520000000088,0.05554292925273428
4171.8400000000875,0.05284208638528399
4172.160000000088,0.054606055409439275
4172.480000000089,0.05966551274104876
4172.800000000088,0.06632844611466653
4173.120000000088,0.0730611205661949
4173.440000000089,0.07846359385487167
4173.760000000089,0.08082848231928506
4174.080000000089,0.07852991608039939
4174.400000000089,0.07118043753430528
4174.720000000089,0.06055721174680084
4175.04000000009,0.050143957507754654
4175.36000000009,0.04319041101304388
4175.680000000089,0.040851538866592645
4176.00000000009,0.04174979865772069
4176.320000000091,0.043312962635591375
4176.64000000009,0.04366070673981757
4176.96000000009,0.042797389148226145
4177.280000000091,0.04238567069080329
4177.600000000091,0.04439323991172757
4177.920000000091,0.049843744889120814
4178.240000000091,0.0579748770616765
4178.560000000091,0.06654335785081573
4178.880000000092,0.07270356639884847
4179.200000000092,0.07431679488172101
4179.520000000091,0.07073070030793314
4179.840000000092,0.062879998995394
4180.160000000093,0.05233985034103732
4180.480000000092,0.04069928512871188
4180.800000000092,0.029311834970739616
4181.120000000093,0.019406823601879408
4181.440000000093,0.011998513983934454
4181.760000000093,0.007756343491089919
4182.080000000093,0.006896568943235486
4182.400000000093,0.009203205479340943
4182.720000000094,0.01399417091998676
4183.040000000094,0.019952973578462825
4183.360000000093,0.025475023129843042
4183.680000000094,0.029399957421537934
4184.000000000095,0.031795488376600144
4184.320000000094,0.033765936044879374
4184.640000000094,0.03644046816492955
4184.960000000095,0.03992151188059711
4185.280000000095,0.043416743375298855
4185.600000000095,0.046269567116569404
4185.920000000095,0.04859893867031014
4186.240000000095,0.05081926079799076
4186.560000000096,0.05267407030340348
4186.880000000096,0.053024580357130556
4187.200000000095,0.05068171328066442
4187.520000000096,0.045272653456593016
4187.840000000097,0.037657750935723114
4188.160000000096,0.029508651363794658
4188.480000000096,0.022744962696201524
4188.800000000097,0.01884809875573418
4189.120000000097,0.018433660196951543
4189.440000000097,0.02093015147336947
4189.760000000097,0.024917464073807988
4190.080000000097,0.028513238837703698
4190.400000000098,0.03000883040247398
4190.720000000098,0.028415183091443783
4191.040000000097,0.023935705304000986
4191.360000000098,0.017782793732558227
4191.6800000000985,0.011585029925822131
4192.000000000098,0.006581910827922158
4192.320000000098,0.0032577769335340144
4192.640000000099,0.001407637251068533
4192.960000000099,0.0005617215382310819
4193.280000000099,0.0003252475470621486
4193.600000000099,0.0005351822312310353
4193.920000000099,0.0013087812015599738
4194.2400000001,0.0029532384807580882
4194.5600000000995,0.005758730977509979
4194.880000000099,0.009631738315448559
4195.2000000001,0.013817613552847007
4195.5200000001005,0.0169950583337897
4195.8400000001,0.017935648068235322
4196.1600000001,0.01623234225825687
4196.4800000001005,0.012599300258832607
4196.800000000101,0.008387106343771844
4197.120000000101,0.0047910132957057145
4197.440000000101,0.002345786175383125
4197.760000000101,0.000985292691076165
4198.080000000102,0.00035534408259145495
4198.4000000001015,0.00010937983625127145
4198.720000000101,3.0244380184485236e-05
4199.040000000102,2.960574239124766e-05
4199.360000000102,9.57136234359706e-05
4199.680000000102,0.00032289482725638156
4200.000000000102,0.0009309937557966855
4200.3200000001025,0.0023137321662001415
4200.640000000103,0.004919454222744242
4200.960000000103,0.008977208781429562
4201.2800000001025,0.01405265189650349
4201.600000000103,0.01887664283638277
4201.920000000104,0.02174592418605174
4202.2400000001035,0.021526411798165595
4202.560000000103,0.018366415818364436
4202.880000000104,0.013689840943500538
4203.200000000104,0.009344819276001443
4203.520000000104,0.006694043234544766
4203.840000000104,0.006133050018826323
4204.160000000104,0.007252382889361408
4204.480000000105,0.009159796854779115
4204.800000000105,0.010886515137515812
4205.1200000001045,0.011707047253699771
4205.440000000105,0.011342331600527698
4205.760000000106,0.01001459535167226
4206.080000000105,0.008341437216099404
4206.400000000105,0.007175439318135756
4206.720000000106,0.007381013739967531
4207.040000000106,0.009461675057109665
4207.360000000106,0.013327955771573991
4207.680000000106,0.01823325329230935
4208.000000000106,0.02309854756665919
4208.320000000107,0.02693524538851037
4208.640000000107,0.02908384584085443
4208.960000000106,0.029092090341916853
4209.280000000107,0.02673033956501226
4209.600000000108,0.022234268925527805
4209.920000000107,0.01646862794414437
4210.240000000107,0.010724185098748652
4210.560000000108,0.006081649987979524
4210.880000000108,0.0029864475866885334
4211.200000000108,0.0012615488129857654
4211.520000000108,0.00045774518618623257
4211.840000000108,0.00014340425333448845
4212.160000000109,3.8556246753229084e-05
4212.480000000109,8.519638740804193e-06
4212.800000000108,1.0945140171433672e-19
4213.120000000109,1.6208153752629898e-63
4213.44000000011,7.420234208273933e-72
4213.760000000109,1.771616783342658e-25
4214.080000000109,1.5274583759496804e-07
4214.40000000011,1.8132273190158014e-05
4214.72000000011,7.287903085014943e-05
4215.04000000011,0.0002494588669314817
4215.36000000011,0.0007336093312433653
4215.68000000011,0.0018511117270359387
4216.000000000111,0.003999276801098054
4216.320000000111,0.007425138825712663
4216.64000000011,0.01181287989295988
4216.960000000111,0.016120423205123982
4217.280000000112,0.0188652991994841
4217.600000000111,0.018946037797717377
4217.920000000111,0.016305638298425365
4218.240000000112,0.012041606339320506
4218.560000000112,0.007626373425996243
4218.880000000112,0.004143803865943173
4219.200000000112,0.001927804686259124
4219.520000000112,0.0007717351102085217
4219.840000000113,0.0002642754344017736
4220.160000000113,7.76636665726943e-05
4220.480000000112,1.9618745746920435e-05
4220.800000000113,1.9956077494748721e-07
4221.120000000114,2.242150344410936e-25
4221.440000000113,1.204442356284087e-64
4221.760000000113,5.9985922625064694e-136
4222.080000000114,1.3826112189262768e-135
4222.400000000114,4.760912041448093e-81
4222.720000000114,1.0634720023997572e-36
4223.040000000114,5.2842897492587425e-14
4223.360000000114,6.558044439147949e-06
4223.680000000115,3.6380575351099914e-05
4224.000000000115,0.00013633593805523515
4224.320000000114,0.0004419069919191879
4224.640000000115,0.0012227538536730338
4224.9600000001155,0.0029055353894636426
4225.280000000115,0.005923832504194395
4225.600000000115,0.010353855991652212
4225.920000000116,0.015531806544367087
4226.240000000116,0.019985648435399284
4226.560000000116,0.022059194516112594
4226.880000000116,0.020883589823536358
4227.200000000116,0.01696676193244464
4227.520000000117,0.011820330312327588
4227.840000000117,0.0070645431910944115
4228.160000000116,0.003622081560593903
4228.480000000117,0.001594100092865124
4228.8000000001175,0.0005999304265737709
4229.120000000117,0.00019476786469342977
4229.440000000117,5.401425400562176e-05
4229.7600000001175,1.2779703716778373e-05
4230.080000000118,1.0553036753726281e-09
4230.400000000118,1.822341949720573e-30
4230.720000000118,9.049897930987139e-65
4231.040000000118,4.620068971971824e-114
4231.360000000119,4.958210773195011e-189
4231.6800000001185,4.552247623231312e-270
4232.000000000118,1.797201415306297e-218
4232.320000000119,2.1553287478822386e-131
4232.6400000001195,1.6724215367243151e-74
4232.960000000119,1.531063053209157e-30
4233.280000000119,2.982004912884754e-10
4233.6000000001195,1.1552532522972539e-05
4233.92000000012,4.8808500055436374e-05
4234.24000000012,0.00017527110882222414
4234.5600000001195,0.00054089069497315
4234.88000000012,0.0014324461206791086
4235.200000000121,0.00324749165387072
4235.5200000001205,0.0063301430996890685
4235.84000000012,0.01057171183563187
4236.160000000121,0.015146588244399937
4236.480000000121,0.018612341790109697
4236.800000000121,0.01962879826955367
4237.120000000121,0.017741246208799192
4237.4400000001215,0.01376156416511545
4237.760000000122,0.009155348933655428
4238.080000000122,0.00522571032749048
4238.4000000001215,0.0025548689069887945
4238.720000000122,0.0010744196575906318
4239.040000000123,0.00038667808150491523
4239.360000000122,0.00011943126270511443
4239.680000000122,3.170618047430562e-05
4240.000000000123,5.631427577723934e-06
4240.320000000123,5.664493162860318e-15
4240.640000000123,6.461844756009864e-41
4240.960000000123,1.7648377731786365e-91
4241.280000000123,4.988755909408302e-154
4241.600000000124,1.1233557696056254e-240
4241.920000000124,0.0
4242.2400000001235,0.0
4242.560000000124,3.098432228298003e-290
4242.880000000125,3.106868724249292e-221
4243.200000000124,5.703214516207437e-162
4243.520000000124,1.8035035609547064e-105
4243.840000000125,1.1337598630042118e-66
4244.160000000125,3.925905140699578e-33
4244.480000000125,1.0086554315317801e-09
4244.800000000125,1.1839860640358877e-05
4245.120000000125,6.259789220527415e-05
4245.440000000126,0.00023214210871725925
4245.760000000126,0.0007329912600845716
4246.080000000125,0.002005367724850072
4246.400000000126,0.004725062488929852
4246.720000000127,0.009673362388913963
4247.040000000126,0.01721372958110496
4247.360000000126,0.026801200491798773
4247.680000000127,0.03680810752869301
4248.000000000127,0.04513470756920357
4248.320000000127,0.050172072777948176
4248.640000000127,0.051593674559356366
4248.960000000127,0.050075943964870355
4249.280000000128,0.046681317542020685
4249.600000000128,0.04227491156079273
4249.920000000127,0.037480114305664426
4250.240000000128,0.032882175285267344
4250.560000000129,0.029149595630600544
4250.880000000128,0.026956997971520895
4251.200000000128,0.02670881865089771
4251.520000000129,0.028252812830575208
4251.840000000129,0.030657827732210912
4252.160000000129,0.03253783047469052
4252.480000000129,0.03273573814630364
