lambda_vac(A),Flux(10^-16^erg/s/cm2/{AA})
4002.9000000000106,2.822142678629075e-169
4002.9500000000107,6.55384667151015e-177
4003.000000000011,1.0298341873941178e-184
4003.050000000011,1.0949443608527362e-192
4003.1000000000113,7.877175391564846e-201
4003.1500000000115,3.834446633087379e-209
4003.2000000000116,1.2629570978596789e-217
4003.250000000012,2.8146747442554975e-226
4003.300000000012,4.244451276474014e-235
4003.350000000012,4.330804773578963e-244
4003.4000000000124,2.989987543883346e-253
4003.4500000000126,1.39676668970323e-262
4003.5000000000127,4.4150139247050654e-272
4003.550000000013,9.442652423583337e-282
4003.600000000013,1.366500038457539e-291
4003.6500000000133,1.338070544668947e-301
4003.7000000000135,8.865476661737e-312
4003.7500000000136,4e-322
4003.800000000014,0.0
4003.850000000014,0.0
4003.900000000014,0.0
4003.9500000000144,0.0
4004.0000000000146,0.0
4004.0500000000147,0.0
4004.100000000015,0.0
4004.150000000015,0.0
4004.2000000000153,0.0
4004.2500000000155,0.0
4004.3000000000156,0.0
4004.350000000016,0.0
4004.400000000016,0.0
4004.450000000016,0.0
4004.5000000000164,0.0
4004.5500000000166,0.0
4004.6000000000167,0.0
4004.650000000017,0.0
4004.700000000017,0.0
4004.7500000000173,0.0
4004.8000000000175,0.0
4004.8500000000176,0.0
4004.900000000018,0.0
4004.950000000018,1e-323
4005.000000000018,6.140964e-318
4005.0500000000184,3.18591913993e-312
4005.1000000000186,1.4661364834862686e-306
4005.1500000000187,5.984879428385074e-301
4005.200000000019,2.1670940654924154e-295
4005.250000000019,6.96051658912717e-290
4005.3000000000193,1.9831087721623656e-284
4005.3500000000195,5.0117909904530464e-279
4005.4000000000196,1.1235197709384947e-273
4005.45000000002,2.2341372009467033e-268
4005.50000000002,3.940762971104712e-263
4005.55000000002,6.165838426676908e-258
4005.6000000000204,8.557468694480327e-253
4005.6500000000206,1.0535128829615078e-247
4005.7000000000207,1.1504711572797067e-242
4005.750000000021,1.1144304561925368e-237
4005.800000000021,9.57572272762908e-233
4005.8500000000213,7.298464582257475e-228
4005.9000000000215,4.9343823674717126e-223
4005.9500000000216,2.9592076984517276e-218
4006.000000000022,1.574198335511845e-213
4006.050000000022,7.428220763255852e-209
4006.100000000022,3.1092203994878873e-204
4006.1500000000224,1.1544086367602462e-199
4006.2000000000226,3.801972566624866e-195
4006.2500000000227,1.1107075990089548e-190
4006.300000000023,2.878272180749567e-186
4006.350000000023,6.616149801257319e-182
4006.4000000000233,1.3490254790338896e-177
4006.4500000000235,2.4399241599786652e-173
4006.5000000000236,3.9144779877498583e-169
4006.550000000024,5.570738030387194e-165
4006.600000000024,7.032228421204825e-161
4006.650000000024,7.87434710985036e-157
4006.7000000000244,7.821273875811775e-153
4006.7500000000246,6.890992625611569e-149
4006.8000000000247,5.385517349030113e-145
4006.850000000025,3.73348513154545e-141
4006.900000000025,2.295846118474111e-137
4006.9500000000253,1.2523118148128044e-133
4007.0000000000255,6.059315035310392e-130
4007.0500000000256,2.6006142657942482e-126
4007.100000000026,9.900786624148132e-123
4007.150000000026,3.343526841817937e-119
4007.200000000026,1.0015699359658863e-115
4007.2500000000264,2.661332260063665e-112
4007.3000000000266,6.272754196631455e-109
4007.3500000000267,1.3114713078804676e-105
4007.400000000027,2.4322077629294455e-102
4007.450000000027,4.0011414008278404e-99
4007.5000000000273,5.838596757673419e-96
4007.5500000000275,7.557434930174418e-93
4007.6000000000276,8.677241888370904e-90
4007.650000000028,8.837518670716972e-87
4007.700000000028,7.983996488506919e-84
4007.750000000028,6.398109712326132e-81
4007.8000000000284,4.548041106343476e-78
4007.8500000000286,2.867731140843789e-75
4007.9000000000287,1.6039611177522493e-72
4007.950000000029,7.957755522946549e-70
4008.000000000029,3.502101282352385e-67
4008.0500000000293,1.3671564063418846e-64
4008.1000000000295,2.439802152313061e-61
4008.1500000000296,4.108377644824361e-54
4008.20000000003,8.94881653667e-47
4008.25000000003,3.0641366676972544e-37
4008.30000000003,1.081911340248585e-28
4008.3500000000304,2.6732434956198603e-21
4008.4000000000306,4.621183586069566e-15
4008.4500000000307,5.58901885199669e-10
4008.500000000031,4.729177057138958e-06
4008.550000000031,0.0027996466447342576
4008.6000000000313,0.11595474344437884
4008.6500000000315,0.3360022311322433
4008.7000000000317,0.06818765530487658
4008.750000000032,0.003942376963562578
4008.800000000032,0.04270187304156276
4008.850000000032,0.2056472323828845
4008.9000000000324,0.33244612529365414
4008.9500000000326,0.18039828053591062
4009.0000000000327,0.032859142331815146
4009.050000000033,0.0020090595328926524
4009.100000000033,4.1456883766871626e-05
4009.1500000000333,6.34989325679296e-05
4009.2000000000335,0.004257806782855216
4009.2500000000337,0.06849503205334792
4009.300000000034,0.2631715064571847
4009.350000000034,0.2415045193274205
4009.400000000034,0.05293199471046976
4009.4500000000344,0.0027708809137715106
4009.5000000000346,3.464368805865505e-05
4009.5500000000347,1.0349861107927308e-07
4009.600000000035,5.300990045906511e-10
4009.650000000035,1.172400213376829e-08
4009.7000000000353,2.3250584612170636e-06
4009.7500000000355,0.00021759468702731868
4009.8000000000357,0.006747364496016374
4009.850000000036,0.06863426945895684
4009.900000000036,0.22890199077837922
4009.950000000036,0.2503431904213132
4010.0000000000364,0.09008688073178076
4010.0500000000366,0.011818142240858712
4010.1000000000367,0.00407011394101262
4010.150000000037,0.009315928506983092
4010.200000000037,0.020986747249878295
4010.2500000000373,0.04196079177946039
4010.3000000000375,0.0744190305554458
4010.3500000000377,0.11707541401028324
4010.400000000038,0.16337661562686104
4010.450000000038,0.20227260564618404
4010.500000000038,0.22346808117993788
4010.5500000000384,0.23694056110502007
4010.6000000000386,0.3089039902708043
4010.6500000000387,0.4344861722041031
4010.700000000039,0.3782645597980617
4010.750000000039,0.1681740970867826
4010.8000000000393,0.04863547345871446
4010.8500000000395,0.015992664472964286
4010.9000000000397,0.006297143030034401
4010.95000000004,0.002340593035421255
4011.00000000004,0.0007749897438252989
4011.05000000004,0.00022778595903148223
4011.1000000000404,6.12917014901762e-05
4011.1500000000406,3.4522057441033e-05
4011.2000000000407,0.0001711094558100158
4011.250000000041,0.001046425502364979
4011.300000000041,0.004995662740158775
4011.3500000000413,0.018337965099767223
4011.4000000000415,0.05173576931099567
4011.4500000000417,0.11217757658658939
4011.500000000042,0.18693745447753823
4011.550000000042,0.23942070974468566
4011.600000000042,0.23566887077411744
4011.6500000000424,0.17828624801477527
4011.7000000000426,0.10365937541031293
4011.7500000000427,0.046320628940305135
4011.800000000043,0.01590799424233988
4011.850000000043,0.004198861216572074
4011.9000000000433,0.0008517707713524658
4011.9500000000435,0.00013279724447213295
4012.0000000000437,1.5912210364250924e-05
4012.050000000044,1.4653692619373614e-06
4012.100000000044,1.0371432872146977e-07
4012.150000000044,5.641642493649159e-09
4012.2000000000444,2.358571812024931e-10
4012.2500000000446,1.1666915365195923e-11
4012.3000000000447,5.559200086002952e-09
4012.350000000045,2.2157110382312068e-06
4012.400000000045,0.0002589023832029895
4012.4500000000453,0.008868832821681832
4012.5000000000455,0.08906444829590661
4012.5500000000457,0.2622106261960626
4012.600000000046,0.22646186308398047
4012.650000000046,0.06906137604129563
4012.700000000046,0.14438860852322516
4012.7500000000464,0.2554192272951581
4012.8000000000466,0.0713628121400425
4012.8500000000467,0.0030597177697966097
4012.900000000047,2.0124960786817516e-05
4012.950000000047,2.0306254551208227e-08
4013.0000000000473,3.1431535342299862e-12
4013.0500000000475,7.463496667347654e-17
4013.1000000000477,2.7186923679955016e-22
4013.150000000048,1.519213357168802e-28
4013.200000000048,1.30232222242488e-35
4013.250000000048,6.838138374348184e-43
4013.3000000000484,3.0072052402714103e-35
4013.3500000000486,2.8013480658979538e-28
4013.4000000000487,4.143338675183901e-22
4013.450000000049,9.730006983382589e-17
4013.500000000049,3.627899330090727e-12
4013.5500000000493,2.1477150484451805e-08
4013.6000000000495,2.0187263423395654e-05
4013.6500000000497,0.003012711862606405
4013.70000000005,0.07138666644968418
4013.75000000005,0.26856905069664105
4013.80000000005,0.16042578878853306
4013.8500000000504,0.015215009931617134
4013.9000000000506,0.0002653970635866919
4013.9500000000507,0.007320564998884825
4014.000000000051,0.13815855727780788
4014.050000000051,0.24396051059759993
4014.1000000000513,0.04030299653906398
4014.1500000000515,0.0006229184576986182
4014.2000000000517,9.007434667836137e-07
4014.250000000052,1.2185605126629822e-10
4014.300000000052,1.5423009974470572e-15
4014.350000000052,1.8262794695504143e-21
4014.4000000000524,2.023212004598392e-28
4014.4500000000526,2.0969676176185236e-36
4014.5000000000528,2.755589176515768e-37
4014.550000000053,5.206332142504528e-32
4014.600000000053,3.767719367710655e-27
4014.6500000000533,1.044370262931748e-22
4014.7000000000535,1.1088166024586045e-18
4014.7500000000537,4.509145152094645e-15
4014.800000000054,7.023571119347792e-12
4014.850000000054,4.190357013850485e-09
4014.900000000054,9.575761936584939e-07
4014.9500000000544,8.381561346227136e-05
4015.0000000000546,0.0028099965618894494
4015.0500000000548,0.03608410367973826
4015.100000000055,0.17748241490224606
4015.150000000055,0.3343675216629644
4015.2000000000553,0.24128520275794765
4015.2500000000555,0.06687390624525116
4015.3000000000557,0.010448948824498063
4015.350000000056,0.029771628611480604
4015.400000000056,0.12229366151501486
4015.450000000056,0.24177349935850223
4015.5000000000564,0.22785981283645781
4015.5500000000566,0.10236828314563003
4015.6000000000568,0.021923086589866587
4015.650000000057,0.002238084991453437
4015.700000000057,0.00010891558956135229
4015.7500000000573,2.52663271180338e-06
4015.8000000000575,2.794041024971856e-08
4015.8500000000577,1.4728619363937322e-10
4015.900000000058,3.7010921214082285e-13
4015.950000000058,4.4333941852068585e-16
4016.000000000058,2.531520192198136e-19
4016.0500000000584,6.890726940073097e-23
4016.1000000000586,8.941024421407217e-27
4016.1500000000588,5.53029270327845e-31
4016.200000000059,1.6306004617603812e-35
4016.250000000059,2.54265562625278e-35
4016.3000000000593,2.6493344358879044e-28
4016.3500000000595,4.290239246697002e-22
4016.4000000000597,1.0797365685285e-16
4016.45000000006,4.2232392090899266e-12
4016.50000000006,2.5672320364798084e-08
4016.55000000006,2.4253595948190264e-05
4016.6000000000604,0.0035610553543812774
4016.6500000000606,0.08125926370158622
4016.7000000000608,0.28817653354661
4016.750000000061,0.15883123579883746
4016.800000000061,0.013605195568185409
4016.8500000000613,0.00018112212881114093
4016.9000000000615,1.3842972604729508e-06
4016.9500000000617,0.00012219474745604208
4017.000000000062,0.0046435337673833245
4017.050000000062,0.055401969278810206
4017.100000000062,0.2075304807521299
4017.1500000000624,0.24407240361043236
4017.2000000000626,0.0901229833852399
4017.2500000000628,0.010447984936000899
4017.300000000063,0.0003802853643622058
4017.350000000063,4.345770436886336e-06
4017.4000000000633,1.559329190366105e-08
4017.4500000000635,1.7494543181360728e-09
4017.5000000000637,7.520889025112733e-07
4017.550000000064,9.926869376163707e-05
4017.600000000064,0.003982445084168162
4017.650000000064,0.048560331490949155
4017.7000000000644,0.17997320384371168
4017.7500000000646,0.20273485064038788
4017.8000000000648,0.06941340251780351
4017.850000000065,0.007223582103164202
4017.900000000065,0.00022848424122070475
4017.9500000000653,2.196616534949999e-06
4018.0000000000655,6.4186929867886294e-09
4018.0500000000657,5.7007673367782585e-12
4018.100000000066,1.5452844218283685e-15
4018.150000000066,2.3530660131448853e-13
4018.200000000066,1.6111706759913645e-09
4018.2500000000664,2.0449472365003097e-06
4018.3000000000666,0.000481122371957031
4018.3500000000668,0.020982724762789094
4018.400000000067,0.16962939102823332
4018.450000000067,0.2541986320427816
4018.5000000000673,0.07061194955227919
4018.5500000000675,0.0036359347638358604
4018.6000000000677,3.470458454482158e-05
4018.650000000068,6.140312920376084e-08
4018.700000000068,2.0198142048813765e-11
4018.750000000068,3.0335564560729158e-09
4018.8000000000684,1.2266089041902809e-05
4018.8500000000686,0.003943121271508268
4018.9000000000688,0.10077526986954569
4018.950000000069,0.20476117838697055
4019.000000000069,0.033076617055407424
4019.0500000000693,0.00042479007869397124
4019.1000000000695,4.3371801273757473e-07
4019.1500000000697,3.520629860366652e-11
4019.20000000007,2.272024926423932e-16
4019.25000000007,1.1656968688731646e-22
4019.30000000007,4.7548627207084036e-30
4019.3500000000704,1.541949499299607e-38
4019.4000000000706,3.97541189095014e-48
4019.4500000000708,8.148429815015995e-59
4019.500000000071,1.3278393681811775e-70
4019.550000000071,1.7202713901505392e-83
4019.6000000000713,1.7718551178110205e-97
4019.6500000000715,4.247285226443013e-110
4019.7000000000717,5.10324055509758e-95
4019.750000000072,4.626790523841557e-81
4019.800000000072,3.1544721252968545e-68
4019.850000000072,1.6172851931404002e-56
4019.9000000000724,6.2353320582051355e-46
4019.9500000000726,1.8077801867003456e-36
4020.0000000000728,3.941347411816382e-28
4020.050000000073,6.461850004461661e-21
4020.100000000073,7.966766482608113e-15
4020.1500000000733,7.386188077207389e-10
4020.2000000000735,5.149578658218644e-06
4020.2500000000737,0.002699827956593102
4020.300000000074,0.10644212684426649
4020.350000000074,0.3155760653128363
4020.400000000074,0.07035705134263093
4020.4500000000744,0.0011795714774438762
4020.5000000000746,1.4871471903029295e-06
4020.5500000000748,1.4102520339268462e-10
4020.600000000075,4.2336662208962016e-11
4020.650000000075,2.049103156096352e-08
4020.7000000000753,3.6826098669638207e-06
4020.7500000000755,0.00024574346334073474
4020.8000000000757,0.006088952817643714
4020.850000000076,0.05601929189986662
4020.900000000076,0.19136697549451778
4020.950000000076,0.242734072892337
4021.0000000000764,0.11432175032992
4021.0500000000766,0.01999223550860053
4021.1000000000768,0.00129816000589081
4021.150000000077,3.129892800208533e-05
4021.200000000077,2.8020154622856907e-07
4021.2500000000773,9.13751409480466e-07
4021.3000000000775,0.003029307988728067
4021.3500000000777,0.1286214450914976
4021.400000000078,0.06987072089037193
4021.450000000078,0.0004963454961323866
4021.500000000078,0.0009122562970526327
4021.5500000000784,0.02050056438807517
4021.6000000000786,0.12184249445077462
4021.6500000000788,0.19151165292989308
4021.700000000079,0.07960770184270377
4021.750000000079,0.00875141799466872
4021.8000000000793,0.00025442818945099234
4021.8500000000795,1.956210052119777e-06
4021.9000000000797,3.977674159141208e-09
4021.95000000008,2.1389783096369846e-12
4022.00000000008,3.041916099186822e-16
4022.05000000008,5.7524035976408365e-18
4022.1000000000804,6.09952221245646e-14
4022.1500000000806,1.80725147952251e-10
4022.2000000000808,1.4933206077181807e-07
4022.250000000081,3.4411153067816715e-05
4022.300000000081,0.0022113479860505904
4022.3500000000813,0.039630235450084345
4022.4000000000815,0.19806507950119717
4022.4500000000817,0.2760583388329886
4022.500000000082,0.10730143391657503
4022.550000000082,0.01163112916640662
4022.600000000082,0.0003516008605722265
4022.6500000000824,2.964078339568912e-06
4022.7000000000826,6.968529192249464e-09
4022.7500000000828,4.568822304729186e-12
4022.800000000083,8.357248772470811e-16
4022.850000000083,8.311686705156441e-14
4022.9000000000833,2.1254759362868215e-09
4022.9500000000835,5.926917008995527e-06
4023.0000000000837,0.0018022162586563784
4023.050000000084,0.059757217098308335
4023.100000000084,0.21606241620108832
4023.150000000084,0.08518703377601271
4023.2000000000844,0.003662462340541083
4023.2500000000846,1.717031421151467e-05
4023.3000000000848,8.777861440901336e-09
4023.350000000085,4.893331106799418e-13
4023.400000000085,2.97458161145705e-18
4023.4500000000853,1.971753307471087e-24
4023.5000000000855,1.4252290658487124e-31
4023.5500000000857,1.1233683063154673e-39
4023.600000000086,9.655284313323149e-49
4023.650000000086,9.049266327284283e-59
4023.700000000086,9.248410048915246e-70
4023.7500000000864,1.0306855499373283e-81
4023.8000000000866,1.2525373965746462e-94
4023.8500000000868,3.6554778645444056e-107
4023.900000000087,8.828025997458471e-95
4023.950000000087,3.7728263033271286e-83
4024.0000000000873,2.723781897392326e-72
4024.0500000000875,3.321851067167847e-62
4024.1000000000877,6.8436894723389205e-53
4024.150000000088,2.3817860313528084e-44
4024.200000000088,1.4002884364169578e-36
4024.250000000088,1.3907035751016694e-29
4024.3000000000884,2.33321064901719e-23
4024.3500000000886,6.6126515576240905e-18
4024.4000000000888,3.165917824682024e-13
4024.450000000089,2.5605068810703234e-09
4024.500000000089,3.498279996202588e-06
4024.5500000000893,0.0008073939601375219
4024.6000000000895,0.031478841145853025
4024.6500000000897,0.207326246821754
4024.70000000009,0.23067054718260738
4024.75000000009,0.04335431372609477
4024.80000000009,0.0013764955010450134
4024.8500000000904,7.382774214734544e-06
4024.9000000000906,6.6890845784203385e-09
4024.9500000000908,1.023802293354682e-12
4025.000000000091,2.6470845847394006e-17
4025.050000000091,1.1670974524634174e-22
4025.1000000000913,3.3353290268396315e-19
4025.1500000000915,1.873133821125738e-14
4025.2000000000917,1.935499335373275e-10
4025.250000000092,3.679690961309104e-07
4025.300000000092,0.0001287134004375708
4025.350000000092,0.008283812882689767
4025.4000000000924,0.09809139148415108
4025.4500000000926,0.2137104699923344
4025.5000000000928,0.08574149271917571
4025.550000000093,0.014102628532401918
4025.600000000093,0.10798545856234038
4025.6500000000933,0.1979303335487879
4025.7000000000935,0.04805053465148246
4025.7500000000937,0.0015437583873115091
4025.800000000094,6.666813706300549e-06
4025.850000000094,0.00018746545113428436
4025.900000000094,0.02247806966623928
4025.9500000000944,0.1775998739709221
4026.0000000000946,0.09246206872147233
4026.0500000000948,0.003171917413091025
4026.100000000095,7.169971816960474e-06
4026.150000000095,1.0679485697153531e-09
4026.2000000000953,1.0481430057886452e-14
4026.2500000000955,6.778413451432164e-21
4026.3000000000957,2.8885033940938776e-28
4026.350000000096,8.110638064061424e-37
4026.400000000096,1.500632932737422e-46
4026.450000000096,1.82949504364339e-57
4026.5000000000964,1.475198163521068e-69
4026.5500000000966,4.420138744398761e-61
4026.6000000000968,4.330042947613497e-51
4026.650000000097,5.179516801661697e-42
4026.700000000097,7.565315224290237e-34
4026.7500000000973,1.3492907740778275e-26
4026.8000000000975,2.938494033291102e-20
4026.8500000000977,7.814205272820227e-15
4026.900000000098,2.5373802667852166e-10
4026.950000000098,1.00606731634283e-06
4027.000000000098,0.000487090055447695
4027.0500000000984,0.028796004020532125
4027.1000000000986,0.20787196818924847
4027.1500000000988,0.18323159863336294
4027.200000000099,0.01972175472694152
4027.250000000099,0.0002591978984407167
4027.3000000000993,4.159662918635301e-07
4027.3500000000995,8.151274928777992e-11
4027.4000000000997,1.9504448916930025e-15
4027.4500000001,5.698788863815495e-21
4027.5000000001,2.033162962941579e-27
4027.5500000001,8.857324433046102e-35
4027.6000000001004,4.894906460647107e-43
4027.6500000001006,1.6742442933730957e-33
4027.7000000001008,3.820692151190718e-24
4027.750000000101,2.1777732479245535e-16
4027.800000000101,3.1004923518873587e-10
4027.8500000001013,1.1025443389232485e-05
4027.9000000001015,0.009792844455356041
4027.9500000001017,0.2172546310161351
4028.000000000102,0.12038617678199251
4028.050000000102,0.0016662171319054891
4028.100000000102,5.76015224337892e-07
4028.1500000001024,4.973747367292062e-12
4028.2000000001026,1.0727064101738033e-18
4028.250000000103,5.778637118287145e-27
4028.300000000103,7.775303735938936e-37
4028.350000000103,2.6131040158417326e-48
4028.4000000001033,2.193529224030287e-61
4028.4500000001035,4.599149698485361e-76
4028.5000000001037,2.4085688210631888e-92
4028.550000000104,7.860729571970477e-99
4028.600000000104,1.0105823239260983e-90
4028.6500000001042,5.777270344797472e-83
4028.7000000001044,1.468641629778218e-75
4028.7500000001046,1.6601645240183543e-68
4028.800000000105,8.345042923859092e-62
4028.850000000105,1.865297771906657e-55
4028.900000000105,1.854000807572269e-49
4028.9500000001053,8.194336936871046e-44
4029.0000000001055,1.6104968020344218e-38
4029.0500000001057,1.4074989095608714e-33
4029.100000000106,5.469887802786902e-29
4029.150000000106,9.45259216206719e-25
4029.2000000001062,7.26382835890098e-21
4029.2500000001064,2.4821177335882052e-17
4029.3000000001066,3.7715627027267035e-14
4029.350000000107,2.5483697318917776e-11
4029.400000000107,7.656771644220639e-09
4029.450000000107,1.0229893266787567e-06
4029.5000000001073,6.07769163089621e-05
4029.5500000001075,0.0016056407091052365
4029.6000000001077,0.01886254248949625
4029.650000000108,0.098535844357501
4029.700000000108,0.22889188973329488
4029.7500000001082,0.236433340288636
4029.8000000001084,0.10859983919766138
4029.8500000001086,0.022182194353419702
4029.900000000109,0.0026843152847076225
4029.950000000109,0.04700246602530627
4030.000000000109,0.22327161035229376
4030.0500000001093,0.07215300963164742
4030.1000000001095,0.0015835776036591594
4030.1500000001097,2.457361196100102e-06
4030.20000000011,0.1744379494739462
4030.25000000011,8.189777432485845e-07
4030.3000000001102,7.7902003274185625e-22
4030.3500000001104,1.473301620612336e-28
4030.4000000001106,2.9135137678002e-28
4030.450000000111,7.712139619527541e-23
4030.500000000111,5.003411643550898e-18
4030.550000000111,7.955840997685467e-14
4030.6000000001113,3.1005194739758286e-10
4030.6500000001115,2.961497296385633e-07
4030.7000000001117,6.93292857630502e-05
4030.750000000112,0.003977870313696615
4030.800000000112,0.05593878417602777
4030.8500000001122,0.19279862573017786
4030.9000000001124,0.16286334619537704
4030.9500000001126,0.03371873566639359
4031.000000000113,0.0017109909737079417
4031.050000000113,2.127907100011807e-05
4031.100000000113,6.486136996750649e-08
4031.1500000001133,4.8456057902730564e-11
4031.2000000001135,8.872347644093907e-15
4031.2500000001137,3.981599100876e-19
4031.300000000114,4.379303229828725e-24
4031.350000000114,1.1805408345372634e-29
4031.4000000001142,7.799836850363418e-36
4031.4500000001144,1.2630441508582038e-42
4031.5000000001146,5.012796263929317e-50
4031.550000000115,4.8760717133631916e-58
4031.600000000115,1.1624883872231293e-66
4031.650000000115,6.792594210106186e-76
4031.7000000001153,9.727723696863248e-86
4031.7500000001155,3.4144070228250104e-96
4031.8000000001157,1.8073647730001265e-105
4031.850000000116,1.324061003261338e-91
4031.900000000116,1.0037212373328863e-78
4031.9500000001162,7.745422451590636e-67
4032.0000000001164,6.084207050727987e-56
4032.0500000001166,4.86507722336561e-46
4032.100000000117,3.960065502913464e-37
4032.150000000117,3.281269329855155e-29
4032.200000000117,2.7676315130253225e-22
4032.2500000001173,2.3763014496413745e-16
4032.3000000001175,2.0769291279092798e-11
4032.3500000001177,1.8478584469656317e-07
4032.400000000118,0.0001673565059529859
4032.450000000118,0.01542919894674307
4032.5000000001182,0.14480082490039736
4032.5500000001184,0.13833292854545268
4032.6000000001186,0.013452623402944975
4032.650000000119,0.00013317272186416938
4032.700000000119,1.3419936041915879e-07
4032.750000000119,1.3766149892869227e-11
4032.8000000001193,1.4374787069341717e-16
4032.8500000001195,1.5279784344125221e-22
4032.9000000001197,1.653331375073542e-29
4032.95000000012,1.821081859533286e-37
4033.00000000012,2.041859745536696e-46
4033.0500000001202,2.33050062924389e-56
4033.1000000001204,2.707692986133816e-67
4033.1500000001206,3.2024067584928835e-79
4033.200000000121,3.8554976772086585e-92
4033.250000000121,6.388279500038994e-85
4033.300000000121,5.300542028429222e-70
4033.3500000001213,1.5057132662829937e-56
4033.4000000001215,1.4643668618258935e-44
4033.4500000001217,4.87576908129934e-34
4033.500000000122,5.558044080919817e-25
4033.550000000122,2.1691344198170187e-17
4033.6000000001222,2.898254813718843e-11
4033.6500000001224,1.3257825150186983e-06
4033.7000000001226,0.0020763168546595865
4033.750000000123,0.11132702226154936
4033.800000000123,0.204358721711992
4033.850000000123,0.012843144922742427
4033.9000000001233,2.7633456403971458e-05
4033.9500000001235,2.0355635148417475e-09
4034.0000000001237,5.13357282318237e-15
4034.050000000124,4.432415015186673e-22
4034.100000000124,1.3102275552913122e-30
4034.1500000001242,1.3259851530156954e-40
4034.2000000001244,4.594266830366035e-52
4034.2500000001246,5.449785257719732e-65
4034.300000000125,2.2132383439158105e-79
4034.350000000125,3.07724874131693e-95
4034.400000000125,1.4648145356209263e-112
4034.4500000001253,2.387197220940686e-131
4034.5000000001255,1.331924417363911e-151
4034.5500000001257,2.5442306618552302e-173
4034.600000000126,1.6638685194578535e-196
4034.650000000126,3.7253505782083736e-221
4034.7000000001262,2.8556232794765646e-247
4034.7500000001264,7.494114078821577e-275
4034.8000000001266,6.73325879547093e-304
4034.850000000127,0.0
4034.900000000127,0.0
4034.950000000127,0.0
4035.0000000001273,0.0
4035.0500000001275,0.0
4035.1000000001277,0.0
4035.150000000128,0.0
4035.200000000128,0.0
4035.2500000001282,0.0
4035.3000000001284,0.0
4035.3500000001286,0.0
4035.400000000129,0.0
4035.450000000129,0.0
4035.500000000129,0.0
4035.5500000001293,0.0
4035.6000000001295,0.0
4035.6500000001297,0.0
4035.70000000013,0.0
4035.75000000013,0.0
4035.8000000001302,0.0
4035.8500000001304,0.0
4035.9000000001306,0.0
4035.950000000131,0.0
4036.000000000131,0.0
4036.050000000131,0.0
4036.1000000001313,0.0
4036.1500000001315,0.0
4036.2000000001317,0.0
4036.250000000132,0.0
4036.300000000132,0.0
4036.3500000001322,0.0
4036.4000000001324,0.0
4036.4500000001326,0.0
4036.500000000133,0.0
4036.550000000133,0.0
4036.600000000133,0.0
4036.6500000001333,0.0
4036.7000000001335,0.0
4036.7500000001337,0.0
4036.800000000134,0.0
4036.850000000134,0.0
4036.9000000001342,0.0
4036.9500000001344,0.0
4037.0000000001346,0.0
4037.050000000135,0.0
4037.100000000135,0.0
4037.150000000135,0.0
4037.2000000001353,0.0
4037.2500000001355,0.0
4037.3000000001357,0.0
4037.350000000136,0.0
4037.400000000136,0.0
4037.4500000001362,0.0
4037.5000000001364,0.0
4037.5500000001366,0.0
4037.600000000137,0.0
4037.650000000137,0.0
4037.700000000137,0.0
4037.7500000001373,0.0
4037.8000000001375,0.0
